Item name,Slot,Source,SP Gain,effective_SPGain,DataFrame
Royal Scepter of Vek'lor,OH,AQ40,3.15,1.6695,yinnifer
Sharpened Silithid Femur,MH,AQ40,55.2,38.088,dougie
Sharpened Silithid Femur,MH,AQ40,30.88,29.953599999999998,phuss
Sharpened Silithid Femur,MH,AQ40,31.1,23.947000000000003,dmoney
Sharpened Silithid Femur,MH,AQ40,31.14,16.5042,yinnifer
Staff of the Qiraji Prophets,2H,AQ40,25.71,20.568,freeze
Staff of the Qiraji Prophets,2H,AQ40,4.6,4.002,icyhot
Wand of Qiraji Nobility,Wand,AQ40,6.0,4.62,dmoney
Wand of Qiraji Nobility,Wand,AQ40,1.0,0.97,phuss
Wand of Qiraji Nobility,Wand,AQ40,1.0,0.8,freeze
Wand of Qiraji Nobility,Wand,AQ40,1.0,0.69,dougie
Wand of Qiraji Nobility,Wand,AQ40,1.0,0.53,yinnifer
